3,Lochefort_10,ROCHEFORT 10,ロシュフォール10
4,Orval,ORVAL,オルヴァル
2,Cantillon_Kriek,CANTILLON KRIEK,カンティヨン・クリーク
1,Lodenbach_GrandCru,LODENBACH GRAND CRU,ローデンバッハ　グラン　クリュ
1,Boon_Framboise,BOON FRAMBOISE,ブーン　フランボワーズ
1,Achel,ACHEL,アヘル
1,Westmalle_Double,WESTMALLE DOUBLE,ウェストマール・ダブル
1,Saison_Dupont,SAISON DUPONT,セゾン　デュポン
1,Lochefort_6,ROCHEFORT 6,ロシュフォール6
1,Cantillon_Gueuze,CANTILLON GUEUZE,カンティヨン　グース
1,Leffe_Brown,LEFFE BROWN,レフ・ブラウン
1,Pink_Killer,PINK KILLER,ピンク・キラー
